text,classes
" DataStage Oracle Connector returns error:  Message: Oracle_Connector_0: The OCI function  OraOCIEnvNlsCreate:OCI_UTF16ID returned status -1.  Error code: NULL, Error message: NULL.  (CC_OraConnection::allocateOCIHandles, file CC_OraConnection.cpp, line  1732) ",CUR10690
" DataStage outputs a warning message regarding a partition key. main_program: Sort key ""CO_ID"" no longer exists in dataset schema. It will be dropped from the inserted sortmerge collector. main_program: There are no sort keys in the dataset schema. No parallel sortmerge operator will be inserted. ",CUR10804
 DataStage PX job seems to hang while performing an Oracle Update/Upsert in parallel. ,CUR9449
 DataStage request additional SSH connection handles but requests fails because of default SSH MaxStartups settings ,CUR10443
 DataStage request additional SSH connection handles but requests fails because of default SSH MaxStartups settings ,CUR10506
" DataStage users are unable to log into any of the DS Clients. When they try, they get the error message ""Failed to create session for user [xxxxxx]: The maximum number of sessions has been reached.""    However, if the user is added into the Suite Administrator's group in the IS Web Console, they are able to log in properly. ",CUR10396
" DB2 LUW on AIX may experience slow connect performance on pSeries hardware with POWER5+ CPUs and higher. The defect has been fixed starting with DB2 V9.7 FP9, V10.1 FP3a and V10.5 FP3a.  If you are unable to upgrade to the latest fix packs then the instructions in this technote will allow you to workaround the problem until you are able to upgrade. ",CUR10129
" DB2 SQL error: SQLCODE: -1585, SQLSTATE: 54048 (SCI94737) ",CUR10542
 Debugging is often required to isolate the root cause of PAM authentication failures and to identify the configuration directive that is causing the authentication failure. ,CUR9558
" Design-time functionality, such as importing metadata and viewing data, can only be executed against a single DB2 instance.  ",CUR11166
" DSXImportService.sh tool fails with ""Unable to authorize against the Universe repository"" error while running from command line. ",CUR9624
" DSXImportService.sh tool fails with ""Unable to authorize against the Universe repository"" error while running from command line. ",CUR9904
" DSXImportService.sh tool fails with ""Unable to authorize against the Universe repository"" error while running from command line. ",CUR9959
" During an installation of InfoSphere Information Server on a Microsoft Windows system, if you receive a message that reads ""There is no script engine for file extension '.js'"", repair or reinstall the Windows Script Engine. ",CUR11249
" During InfoSphere Information Server installation, the following error occurs: 'CDIN2056E: User xmeta doesn't exist; you can create it with ""groupadd"" and ""useradd"" commands' during interviewing step of InfoSphere Information Server installation where xmeta owner ID is required ",CUR9466
" During InfoSphere Information Server installation, the following error occurs: 'CDIN2056E: User xmeta doesn't exist; you can create it with ""groupadd"" and ""useradd"" commands' during interviewing step of InfoSphere Information Server installation where xmeta owner ID is required ",CUR9683
" During installation of an update to Information Server 8.7, the following exceptions occur:  SEVERE: com.ibm.is.install.update.installer.Updater java.lang.Exception: Execution of jacl script: mrrestEarDeployer.jacl returned a non-zero exit code of 105. ",CUR9517
" During the import of IBM DataArchitect model via IBM InfoSphere Metadata Asset Manager, the error window is displayed containg the below message:  Error [CDIMR3757E] Preview of import failed. [CDIMR1430E] Preshare review 1a6c9.cc2b8166.l47kkcu00.9hljhjn.8hj0pm.0drd2qp7jsjsai5ml73e5li1 failed.-Details  com.ibm.mmi.exception.PreShareReviewFailedException: [CDIMR1430E] Preshare review 1a6c9.cc2b8166.l47kkcu00.9hljhjn.8hj0pm.0drd2qp7jsjsai5ml73e5li1 failed. Caused by: com.ascential.xmeta.exception.data.AssetImportDataException: 2 problem(s) occurred during asset import. ",CUR10480
 Enabling ODBC tracing in the $DSHOME/.odbc.ini file makes all DataStage jobs using ODBC connection to generate entries in the trace file. This impacts production job performance. How can you enable the ODBC tracing for a specific DataStage job? ,CUR9458
 Enabling ODBC tracing in the $DSHOME/.odbc.ini file makes all DataStage jobs using ODBC connection to generate entries in the trace file. This impacts production job performance. How can you enable the ODBC tracing for a specific DataStage job? ,CUR9742
 Enabling ODBC tracing in the $DSHOME/.odbc.ini file makes all DataStage jobs using ODBC connection to generate entries in the trace file. This impacts production job performance. How can you enable the ODBC tracing for a specific DataStage job? ,CUR11423
 Environment variables disappeared from Infosphere DataStage jobs. ,CUR10540
 Error during installation- insufficient disk space ,CUR9860
 Error running a DataStage API application:  Memory access violation:  --- begin stack trace ---  WARNING: Stack unwind information not available. Following frames may be wrong. invocation_cpp!java::net::URLStreamHandlerFactory::~URLStreamHandlerFactory+0x23ce47 xmogrt!xmog_jvm_loader::xmog_jvm_loader+0x126  ,CUR11278
" Error: ""you are not authorized to use AT"" or ""Error adding to schedule: You do not have permission to use at"" when trying to schedule jobs using DataStage Director.   Other errors include: crontab: you are not authorized to use cron at: you are not authorized to use at ",CUR9962
" Errors related to this issue:  unable to connect to port 10000 on conductor; socket = 0, Unknown error  APT_Communicator::connectTo: connect() failed due to Unix error = 10,061 (Unknown error) on node HOST_NAME using ConnectionInfo object 'TCP, connection Host: HOST_NAME (IP_ADDRESS), TCP port number: 0', RETRYING connect() ",CUR9528
" Errors related to this issue:  unable to connect to port 10000 on conductor; socket = 0, Unknown error  APT_Communicator::connectTo: connect() failed due to Unix error = 10,061 (Unknown error) on node HOST_NAME using ConnectionInfo object 'TCP, connection Host: HOST_NAME (IP_ADDRESS), TCP port number: 0', RETRYING connect() ",CUR10461
 Exception Sets are not displayed in the Data Quality Exception Console. ,CUR11019
" Fail to connect all the projects from Information Server clients: Designer, Director and Administrator with the following error:  Error calling subroutine: *DataStage*DSR_PROJECT (Action=1); check DataStage is set up correctly in project <project name> (Subroutine failed to complete successfully (30107)) ",CUR9879
" Fail to connect all the projects from Information Server clients: Designer, Director and Administrator with the following error:  Error calling subroutine: *DataStage*DSR_PROJECT (Action=1); check DataStage is set up correctly in project <project name> (Subroutine failed to complete successfully (30107)) ",CUR10022
 Fatal Error: APT_Decimal::assignFromString: the source string (13007) is out of range for the decimal with precision 15. ,CUR10711
 File pulled from Windows €š  is unreadable €š  when €š  CD$DXX02 Data exit €š  is used (SCI89653) ,CUR9360
" Filesystems mounted with the CIO option can cause jobs to fail with the following error: Fatal Error: waitForWriteSignal(): Premature EOF on node"" ""Socket operation on non-socket"" ",CUR11152
 Followed instructions in InfoCenter for Changing the WebSphere Application Server HTTP Port but the Information Server Web Console will not open.   ,CUR9929
" For every problem, collecting data can aid in problem determination and save time resolving Problem Management Records (PMRs).  Gathering this data before calling IBM support will help you understand the problem and save time analyzing the data. This document will help answer the question which information should I collect? ",CUR10467
" For problem determination to begin on your Problem Management Report (PMR), follow one of the convenient methods below to submit diagnostic information to IBM WebSphere Application Server Technical Support. ",CUR11092
